timestamp,latitude,longitude,download_speed,upload_speed,latency,connection_type,isp_name,day,date,type_of_day,session,temperature,climate,crowdedness,location_name,floor,mobility,movement_speed,contributor
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Crowded,,0,No movement
14:51,13.0151344,80.2398425,0.04699999839067459,0.039000000804662704,35,5G,Airtel,Sunday,15-09-2024,Weekend,Afternoon,36.87,scattered clouds,Free,vpm,2,Walking
15:15,13.0151437,80.2398478,22.378999710083008,1.6710000038146973,4,WIFI,Other,Sunday,15-09-2024,Weekend,Afternoon,35.82,scattered clouds,Crowded,Hostel,0,No movement
15:15,13.0151437,80.2398478,22.378999710083008,1.6710000038146973,4,WIFI,Other,Sunday,15-09-2024,Weekend,Afternoon,35.82,scattered clouds,Crowded,Hostel,0,Slow Walking
15:15,13.0151437,80.2398478,22.378999710083008,1.6710000038146973,4,WIFI,Other,Sunday,15-09-2024,Weekend,Afternoon,35.82,scattered clouds,Crowded,Hostel,0,No movement
15:15,13.0151437,80.2398478,22.378999710083008,1.6710000038146973,4,WIFI,Other,Sunday,15-09-2024,Weekend,Afternoon,35.82,scattered clouds,Crowded,Hut,0,Slow Walking
15:28,13.0241664,80.243273,0,0,0,,Other,Sunday,15-09-2024,Weekend,Afternoon,35.73,scattered clouds,Crowded,,0,No movement
15:28,13.0241664,80.243273,0,0,0,,Other,Sunday,15-09-2024,Weekend,Afternoon,35.73,scattered clouds,Crowded,,0,No movement
15:40,13.0151443,80.2398435,0.0,0.0,6,,Other,Sunday,15-09-2024,Weekend,Afternoon,35.45,scattered clouds,Crowded,jp,0,No movement
16:10,13.0151238,80.2398386,18.259000778198242,2.186000108718872,4,WIFI,Other,Sunday,15-09-2024,Weekend,Evening,34.3,scattered clouds,Crowded,Sanbagam,0,No movement
16:12,12.8177481,78.8900989,0.0,0.0,0,,Airtel,Sunday,15-09-2024,Weekend,Evening,35.31,scattered clouds,Crowded,Vellore ,0,Not Detected
16:12,12.8177481,78.8900989,26.839000701904297,1.99399995803833,17,4G,Airtel,Sunday,15-09-2024,Weekend,Evening,35.31,scattered clouds,Crowded,Vellore ,0,Not Detected
16:13,,,13.949,0.0,34,,Jio,Sunday,15-09-2024,Weekend,Evening,,,Crowded,,0,Not Detected
,,,0.0,0.0,0,,,,,,,,,Free,ovppyo,1,Not Detected
